#SampleID,sample_name_backup,sequence_run,run_lane,sample_name_mf,BiologicalMatter,env_sample,Biological_group,coral_group,country,country_region,expedition_number,depth,family,host_clade_sensu_fukami_numeric,Huang_Roy_tree_name,outgroup,complex_robust,functional_group_sensu_darling,Sexual.system,Mode.of.larval.development,sample_name_first_demultiplexing,concatenated_date,reef_name,latitude,longitude,env_matter,local_sample_id,ocean_area,Symbio_ITS2_sequenced,colony_name,phylo_robust,phylo_complex,family_backup,host_genus_id,host_species_id,field_host_name,field_host_genus_id,field_host_species_id,colony_height_m,colony_width1,colony_width2,tissue_compartment,host_genus,host_species,host_clade_sensu_fukami,temperature,NCBI_inherited_blast_name,full_taxonomy_string_with_clade,taxonomy_string_to_clade,taxonomy_string_to_family,Genus.fossil.age,Genus.fossil.age.unit,sample_type_EMP,Species.age.phylogeny,Species.age.phylogeny.unit,Zooxanthellate,political_area,ocean,hemisphere,sampling_expedition,collected_by
E10.Por.hero.2.20150628.M_S13,E10.Por.hero.2.20150628_M,OSU_Miseq_v4_2107,ALVCP,Pollock12,Coral Mucus,no,yes,yes,Australia,Australia_SPacific,E10,1.3,Poritidae,3,POR_Porites,n,complex,Unknown,gonochore,Unknown,E10.Por.hero.2.20150628_M,20150628,North Bay,-31.52135,159.0467333,mucus,LH_285_M,Tasman Sea,n,E10.3.Por.hero.2.20150628,no,yes,Poritidae,Porites,heronensis,Porites heronensis,Porites,heronensis,30,20,27,M,Porites,heronensis,III,21,stony corals,Cnidaria_Anthozoa_Scleractinia_III_Porites_heronensis,Cnidaria_Anthozoa_Scleractinia_III,Cnidaria_Anthozoa_Scleractinia_Poritidae,55.8,mya,Coral Mucus,1.498568808,mya,zooxanthellate,Australia,Pacific,Southern,E10_Lord_Howe_2015,Joe Pollock
E10.Por.hero.3.20150628.M_S11,E10.Por.hero.3.20150628_M,OSU_Miseq_v4_2107,ALVCP,Pollock14,Coral Mucus,no,yes,yes,Australia,Australia_SPacific,E10,0.8,Poritidae,3,POR_Porites,n,complex,Unknown,gonochore,Unknown,E10.Por.hero.3.20150628_M,20150628,North Bay,-31.52135,159.0467333,mucus,LH_286_M,Tasman Sea,n,E10.3.Por.hero.3.20150628,no,yes,Poritidae,Porites,heronensis,Porites heronensis,Porites,heronensis,50,50,40,M,Porites,heronensis,III,21,stony corals,Cnidaria_Anthozoa_Scleractinia_III_Porites_heronensis,Cnidaria_Anthozoa_Scleractinia_III,Cnidaria_Anthozoa_Scleractinia_Poritidae,55.8,mya,Coral Mucus,1.498568808,mya,zooxanthellate,Australia,Pacific,Southern,E10_Lord_Howe_2015,Joe Pollock
E10.Mon.curt.1.20150629.M_S40,E10_Mon.curt.1.20150629_M,OSU_Miseq_v4_2107,ALVCP,Pollock33,Coral Mucus,no,yes,yes,Australia,Australia_SPacific,E10,1,Merulinidae,17,FAV_Montastraea_curta,n,robust,Stress-tolerant,hermaphrodite,spawner,E10_Mon.curt.1.20150629_M,20150629,Far Flats,-31.5617667,159.07475,mucus,LH_300_M,Tasman Sea,n,E10.17_Mon.curt.1.20150629,yes,yes,Merulinidae,Astrea,curta,Astrea curta,Astrea,curta,35,38,28,M,Astrea,curta,XVII,21,stony corals,Cnidaria_Anthozoa_Scleractinia_XVII_Astrea_curta,Cnidaria_Anthozoa_Scleractinia_XVII,Cnidaria_Anthozoa_Scleractinia_Merulinidae,130,mya,Coral Mucus,0.867444078,mya,zooxanthellate,Australia,Pacific,Southern,E10_Lord_Howe_2015,Joe Pollock
E10.Mon.curt.2.20150629.M_S41,E10_Mon.curt.2.20150629_M,OSU_Miseq_v4_2107,AN5UL,Pollock417_LH_301_M,Coral Mucus,no,yes,yes,Australia,Australia_SPacific,E10,1,Merulinidae,17,FAV_Montastraea_curta,n,robust,Stress-tolerant,hermaphrodite,spawner,E10_Mon.curt.2.20150629_M,20150629,Far Flats,-31.5617667,159.07475,mucus,LH_301_M,Tasman Sea,n,E10.17_Mon.curt.2.20150629,yes,yes,Merulinidae,Astrea,curta,Astrea curta,Astrea,curta,10,16,12,M,Astrea,curta,XVII,21,stony corals,Cnidaria_Anthozoa_Scleractinia_XVII_Astrea_curta,Cnidaria_Anthozoa_Scleractinia_XVII,Cnidaria_Anthozoa_Scleractinia_Merulinidae,130,mya,Coral Mucus,0.867444078,mya,zooxanthellate,Australia,Pacific,Southern,E10_Lord_Howe_2015,Joe Pollock
E10.Ser.cali.1.20150627.M_S5,E10_Ser.cali.1.20150627_M,OSU_Miseq_v4_2107,AN5UL,Pollock381_LH_271_M,Coral Mucus,no,yes,yes,Australia,Australia_SPacific,E10,1.3,Pocilloporidae,10,POC_Seriatopora_hystrix,n,robust,Weedy,hermaphrodite,brooder,E10_Ser.cali.1.20150627_M,20150627,North Bay,-31.52135,159.0467333,mucus,LH_271_M,Tasman Sea,n,E10.10_Ser.cali.1.20150627,yes,no,Pocilloporidae,Seriatopora,hystrix,Seriatopora caliendrum,Seriatopora,caliendrum,25,31,13,M,Seriatopora,hystrix,X,21,stony corals,Cnidaria_Anthozoa_Scleractinia_X_Seriatopora_caliendrum,Cnidaria_Anthozoa_Scleractinia_X,Cnidaria_Anthozoa_Scleractinia_Pocilloporidae,33.9,mya,Coral Mucus,1.051924158,mya,zooxanthellate,Australia,Pacific,Southern,E10_Lord_Howe_2015,Joe Pollock
E10.Ser.cali.2.20150627.M_S8,E10_Ser.cali.2.20150627_M,OSU_Miseq_v4_2107,AN5UL,Pollock384_LH_272_M,Coral Mucus,no,yes,yes,Australia,Australia_SPacific,E10,1.3,Pocilloporidae,10,POC_Seriatopora_hystrix,n,robust,Weedy,hermaphrodite,brooder,E10_Ser.cali.2.20150627_M,20150627,North Bay,-31.52135,159.0467333,mucus,LH_272_M,Tasman Sea,n,E10.10_Ser.cali.2.20150627,yes,no,Pocilloporidae,Seriatopora,hystrix,Seriatopora caliendrum,Seriatopora,caliendrum,20,15,10,M,Seriatopora,hystrix,X,21,stony corals,Cnidaria_Anthozoa_Scleractinia_X_Seriatopora_caliendrum,Cnidaria_Anthozoa_Scleractinia_X,Cnidaria_Anthozoa_Scleractinia_Pocilloporidae,33.9,mya,Coral Mucus,1.051924158,mya,zooxanthellate,Australia,Pacific,Southern,E10_Lord_Howe_2015,Joe Pollock
E10.Ser.cali.3.20150627.M_S14,E10_Ser.cali.3.20150627_M,OSU_Miseq_v4_2107,AN5UL,Pollock390_LH_274_M,Coral Mucus,no,yes,yes,Australia,Australia_SPacific,E10,1.1,Pocilloporidae,10,POC_Seriatopora_hystrix,n,robust,Weedy,hermaphrodite,brooder,E10_Ser.cali.3.20150627_M,20150627,North Bay,-31.52135,159.0467333,mucus,LH_274_M,Tasman Sea,n,E10.10_Ser.cali.3.20150627,yes,no,Pocilloporidae,Seriatopora,hystrix,Seriatopora caliendrum,Seriatopora,caliendrum,30,25,30,M,Seriatopora,hystrix,X,21,stony corals,Cnidaria_Anthozoa_Scleractinia_X_Seriatopora_caliendrum,Cnidaria_Anthozoa_Scleractinia_X,Cnidaria_Anthozoa_Scleractinia_Pocilloporidae,33.9,mya,Coral Mucus,1.051924158,mya,zooxanthellate,Australia,Pacific,Southern,E10_Lord_Howe_2015,Joe Pollock
E10.Sty.pist.1.20150628.M_S23,E10_Sty.pist.1.20150628_M,OSU_Miseq_v4_2107,ALVCP,Pollock18,Coral Mucus,no,yes,yes,Australia,Australia_SPacific,E10,0.7,Pocilloporidae,10,POC_Stylophora,n,robust,Weedy,hermaphrodite,brooder,E10_Sty.pist.1.20150628_M,20150628,North Bay,-31.52135,159.0467333,mucus,LH_289_M,Tasman Sea,n,E10.10_Sty.pist.1.20150628,yes,no,Pocilloporidae,Stylophora,pistillata,Stylophora pistillata,Stylophora,pistillata,20,20,10,M,Stylophora,pistillata,X,21,stony corals,Cnidaria_Anthozoa_Scleractinia_X_Stylophora_pistillata,Cnidaria_Anthozoa_Scleractinia_X,Cnidaria_Anthozoa_Scleractinia_Pocilloporidae,65.5,mya,Coral Mucus,1.035433103,mya,zooxanthellate,Australia,Pacific,Southern,E10_Lord_Howe_2015,Joe Pollock
E3.10.Sty.pist.1.20150124.M_S257,E3.10_Sty.pist.1.20150124_M,OSU_Miseq_v4_2107,AN5UL,Pollock633_077_M,Coral Mucus,no,yes,yes,Australia,Australia_Pacific,E3,2.6,Pocilloporidae,10,POC_Stylophora,n,robust,Weedy,hermaphrodite,brooder,E3.10_Sty.pist.1.20150124_M,20150124,Trawler,-14.686768,145.4665,mucus,GN_10_Sty_pist_L15_20150124_M,Coral Sea,n,E3.10_Sty.pist.1.20150124,yes,no,Pocilloporidae,Stylophora,pistillata,Stylophora pistillata,Stylophora,pistillata,Unknown,Unknown,Unknown,M,Stylophora,pistillata,X,29,stony corals,Cnidaria_Anthozoa_Scleractinia_X_Stylophora_pistillata,Cnidaria_Anthozoa_Scleractinia_X,Cnidaria_Anthozoa_Scleractinia_Pocilloporidae,65.5,mya,Coral Mucus,1.035433103,mya,zooxanthellate,Australia,Pacific,Southern,E3_Lizard_Island_2015,Joe Pollock
E3.10.Sty.pist.1.20150127.M_S289,E3.10_Sty.pist.1.20150127_M,OSU_Miseq_v4_2107,ALVCP,Pollock296,Coral Mucus,no,yes,yes,Australia,Australia_Pacific,E3,1.5,Pocilloporidae,10,POC_Stylophora,n,robust,Weedy,hermaphrodite,brooder,E3.10_Sty.pist.1.20150127_M,20150127,Trawler,-14.686768,145.4665,mucus,GN_X_Sty_pist_L37_20150127_M,Coral Sea,n,E3.10_Sty.pist.1.20150127,yes,no,Pocilloporidae,Stylophora,pistillata,Stylophora pistillata,Stylophora,pistillata,Unknown,Unknown,Unknown,M,Stylophora,pistillata,X,29,stony corals,Cnidaria_Anthozoa_Scleractinia_X_Stylophora_pistillata,Cnidaria_Anthozoa_Scleractinia_X,Cnidaria_Anthozoa_Scleractinia_Pocilloporidae,65.5,mya,Coral Mucus,1.035433103,mya,zooxanthellate,Australia,Pacific,Southern,E3_Lizard_Island_2015,Joe Pollock
E3.10.Sty.pist.2.20150124.M_S260,E3.10_Sty.pist.2.20150124_M,OSU_Miseq_v4_2107,AN5UL,Pollock636_078_M,Coral Mucus,no,yes,yes,Australia,Australia_Pacific,E3,2.4,Pocilloporidae,10,POC_Stylophora,n,robust,Weedy,hermaphrodite,brooder,E3.10_Sty.pist.2.20150124_M,20150124,Trawler,-14.686768,145.4665,mucus,GN_10_Sty_pist_L16_20150124_M,Coral Sea,n,E3.10_Sty.pist.2.20150124,yes,no,Pocilloporidae,Stylophora,pistillata,Stylophora pistillata,Stylophora,pistillata,Unknown,Unknown,Unknown,M,Stylophora,pistillata,X,29,stony corals,Cnidaria_Anthozoa_Scleractinia_X_Stylophora_pistillata,Cnidaria_Anthozoa_Scleractinia_X,Cnidaria_Anthozoa_Scleractinia_Pocilloporidae,65.5,mya,Coral Mucus,1.035433103,mya,zooxanthellate,Australia,Pacific,Southern,E3_Lizard_Island_2015,Joe Pollock
E3.11.Fun.sp.1.20150125.M_S272,E3.11.Fun_Sp.1.20150125_M,OSU_Miseq_v4_2107,ALVCP,Pollock265,Coral Mucus,no,yes,yes,Australia,Australia_Pacific,E3,1.8,Fungiidae,11,FUN,n,robust,Stress-tolerant,Unknown,Unknown,E3.11.Fun_Sp.1.20150125_M,20150125,Trawler,-14.686768,145.4665,mucus,GN_11_Fun_sp_L22_20150125_M,Coral Sea,n,E3.11.Fun_Sp.1.20150125,no,no,Fungiidae,Fungia,sp,Fungia sp,Fungia,sp,Unknown,Unknown,Unknown,M,Fungia,sp,XI,28,stony corals,Cnidaria_Anthozoa_Scleractinia_XI_Fungia_sp,Cnidaria_Anthozoa_Scleractinia_XI,Cnidaria_Anthozoa_Scleractinia_Fungiidae,Unknown,Unknown,Coral Mucus,Unknown,Unknown,Unknown,Australia,Pacific,Southern,E3_Lizard_Island_2015,Joe Pollock
E3.11.Fun.sp.1.20150127.M_S275,E3.11.Fun_Sp.1.20150127_M,OSU_Miseq_v4_2107,AN5UL,Pollock651_097_M,Coral Mucus,no,yes,yes,Australia,Australia_Pacific,E3,1.5,Fungiidae,11,FUN,n,robust,Stress-tolerant,Unknown,Unknown,E3.11.Fun_Sp.1.20150127_M,20150127,Trawler,-14.686768,145.4665,mucus,GN_11_Fun_sp_L35_20150127_M,Coral Sea,n,E3.11.Fun_Sp.1.20150127,no,no,Fungiidae,Fungia,sp,Fungia sp,Fungia,sp,Unknown,Unknown,Unknown,M,Fungia,sp,XI,29,stony corals,Cnidaria_Anthozoa_Scleractinia_XI_Fungia_sp,Cnidaria_Anthozoa_Scleractinia_XI,Cnidaria_Anthozoa_Scleractinia_Fungiidae,Unknown,Unknown,Coral Mucus,Unknown,Unknown,Unknown,Australia,Pacific,Southern,E3_Lizard_Island_2015,Joe Pollock
E3.11.Fun.sp.2.20150125.M_S269,E3.11.Fun_Sp.2.20150125_M,OSU_Miseq_v4_2107,ALVCP,Pollock268,Coral Mucus,no,yes,yes,Australia,Australia_Pacific,E3,1.8,Fungiidae,11,FUN,n,robust,Stress-tolerant,Unknown,Unknown,E3.11.Fun_Sp.2.20150125_M,20150125,Trawler,-14.686768,145.4665,mucus,GN_11_Fun_sp_L23_20150125_M,Coral Sea,n,E3.11.Fun_Sp.2.20150125,no,no,Fungiidae,Fungia,sp,Fungia sp,Fungia,sp,Unknown,Unknown,Unknown,M,Fungia,sp,XI,28,stony corals,Cnidaria_Anthozoa_Scleractinia_XI_Fungia_sp,Cnidaria_Anthozoa_Scleractinia_XI,Cnidaria_Anthozoa_Scleractinia_Fungiidae,Unknown,Unknown,Coral Mucus,Unknown,Unknown,Unknown,Australia,Pacific,Southern,E3_Lizard_Island_2015,Joe Pollock
E3.14.Phy.lich.1.20150125.M_S287,E3.14.Phy.lich.1.20150125_M,OSU_Miseq_v4_2107,ALVCP,Pollock282,Coral Mucus,no,yes,yes,Australia,Australia_Pacific,E3,2.2,incertae sedis,14,EUP_Physogyra_lichtensteini,n,robust,Stress-tolerant,Unknown,Unknown,E3.14.Phy.lich.1.20150125_M,20150125,Trawler,-14.686768,145.4665,mucus,GN_14_Phy_lich_L29_20150125_M,Coral Sea,n,E3.14.Phy.lich.1.20150125,no,no,incertae sedis,Physogyra,lichtensteini,Physogyra lichtensteini,Physogyra,lichtensteini,Unknown,Unknown,Unknown,M,Physogyra,lichtensteini,XIV,29,stony corals,Cnidaria_Anthozoa_Scleractinia_XIV_Physogyra_lichtensteini,Cnidaria_Anthozoa_Scleractinia_XIV,Cnidaria_Anthozoa_Scleractinia_incertae sedis,0.01,mya,Coral Mucus,1.648875415,mya,zooxanthellate,Australia,Pacific,Southern,E3_Lizard_Island_2015,Joe Pollock
E3.14.Phy.lich.1.20150129.M_S308,E3.14.Phy.lich.1.20150129_M,OSU_Miseq_v4_2107,ALVCP,Pollock309,Coral Mucus,no,yes,yes,Australia,Australia_Pacific,E3,2.1,incertae sedis,14,EUP_Physogyra_lichtensteini,n,robust,Stress-tolerant,Unknown,Unknown,E3.14.Phy.lich.1.20150129_M,20150129,Lagoon Bommie,-14.687533,145.465467,mucus,GN_14_Phy_lich_L46_20150129_M,Coral Sea,n,E3.14.Phy.lich.1.20150129,no,no,incertae sedis,Physogyra,lichtensteini,Physogyra lichtensteini,Physogyra,lichtensteini,Unknown,Unknown,Unknown,M,Physogyra,lichtensteini,XIV,28,stony corals,Cnidaria_Anthozoa_Scleractinia_XIV_Physogyra_lichtensteini,Cnidaria_Anthozoa_Scleractinia_XIV,Cnidaria_Anthozoa_Scleractinia_incertae sedis,0.01,mya,Coral Mucus,1.648875415,mya,zooxanthellate,Australia,Pacific,Southern,E3_Lizard_Island_2015,Joe Pollock
E3.14.Phy.lich.2.20150125.M_S285,E3.14.Phy.lich.2.20150125_M,OSU_Miseq_v4_2107,ALVCP,Pollock284,Coral Mucus,no,yes,yes,Australia,Australia_Pacific,E3,2.7,incertae sedis,14,EUP_Physogyra_lichtensteini,n,robust,Stress-tolerant,Unknown,Unknown,E3.14.Phy.lich.2.20150125_M,20150125,Trawler,-14.686768,145.4665,mucus,GN_14_Phy_lich_L30_20150125_M,Coral Sea,n,E3.14.Phy.lich.2.20150125,no,no,incertae sedis,Physogyra,lichtensteini,Physogyra lichtensteini,Physogyra,lichtensteini,Unknown,Unknown,Unknown,M,Physogyra,lichtensteini,XIV,29,stony corals,Cnidaria_Anthozoa_Scleractinia_XIV_Physogyra_lichtensteini,Cnidaria_Anthozoa_Scleractinia_XIV,Cnidaria_Anthozoa_Scleractinia_incertae sedis,0.01,mya,Coral Mucus,1.648875415,mya,zooxanthellate,Australia,Pacific,Southern,E3_Lizard_Island_2015,Joe Pollock
E3.15.Dip.heli.1.20150105.M_S238,E3.15.Dip.heli.1.20150105_M,OSU_Miseq_v4_2107,AN5UL,Pollock614_005_M,Coral Mucus,no,yes,yes,Australia,Australia_Pacific,E3,6.5,Diploastreidae,15,FAV_Diploastrea_heliopora,n,robust,Stress-tolerant,gonochore,spawner,E3.15.Dip.heli.1.20150105_M,20150105,Fork ,-18.611,147.57515,mucus,GC_15_Dip_heli_1F_20150105_m,Coral Sea,n,E3.15.Dip.heli.1.20150105,yes,no,Diploastreidae,Diploastrea,heliopora,Diploastrea heliopora,Diploastrea,heliopora,Unknown,Unknown,Unknown,M,Diploastrea,heliopora,XV,28,stony corals,Cnidaria_Anthozoa_Scleractinia_XV_Diploastrea_heliopora,Cnidaria_Anthozoa_Scleractinia_XV,Cnidaria_Anthozoa_Scleractinia_Diploastreidae,99.6,mya,Coral Mucus,64.52281751,mya,zooxanthellate,Australia,Pacific,Southern,E3_Lizard_Island_2015,Kathy Morrow
E3.15.Dip.heli.1.20150106.M_S83,E3.15.Dip.heli.1.20150106_M,OSU_Miseq_v4_2107,AN5UL,Pollock459_011_M,Coral Mucus,no,yes,yes,Australia,Australia_Pacific,E3,3.5,Diploastreidae,15,FAV_Diploastrea_heliopora,n,robust,Stress-tolerant,gonochore,spawner,E3.15.Dip.heli.1.20150106_M,20150106,Little Kelso ,-18.465767,146.991483,mucus,GC_15_Dip_heli_1LK_20150105_m,Coral Sea,n,E3.15.Dip.heli.1.20150106,yes,no,Diploastreidae,Diploastrea,heliopora,Diploastrea heliopora,Diploastrea,heliopora,Unknown,Unknown,Unknown,M,Diploastrea,heliopora,XV,28,stony corals,Cnidaria_Anthozoa_Scleractinia_XV_Diploastrea_heliopora,Cnidaria_Anthozoa_Scleractinia_XV,Cnidaria_Anthozoa_Scleractinia_Diploastreidae,99.6,mya,Coral Mucus,64.52281751,mya,zooxanthellate,Australia,Pacific,Southern,E3_Lizard_Island_2015,Kathy Morrow
E3.15.Dip.heli.1.20150118.M_S129,E3.15.Dip.heli.1.20150118_M,OSU_Miseq_v4_2107,ALVCP,Pollock136,Coral Mucus,no,yes,yes,Australia,Australia_Pacific,E3,3.6,Diploastreidae,15,FAV_Diploastrea_heliopora,n,robust,Stress-tolerant,gonochore,spawner,E3.15.Dip.heli.1.20150118_M,20150118,Day,-14.489467,145.520167,mucus,GN_15_Dip_heli_D1_20150118_M,Coral Sea,n,E3.15.Dip.heli.1.20150118,yes,no,Diploastreidae,Diploastrea,heliopora,Diploastrea heliopora,Diploastrea,heliopora,Unknown,Unknown,Unknown,M,Diploastrea,heliopora,XV,28,stony corals,Cnidaria_Anthozoa_Scleractinia_XV_Diploastrea_heliopora,Cnidaria_Anthozoa_Scleractinia_XV,Cnidaria_Anthozoa_Scleractinia_Diploastreidae,99.6,mya,Coral Mucus,64.52281751,mya,zooxanthellate,Australia,Pacific,Southern,E3_Lizard_Island_2015,Joe Pollock
E3.15.Dip.heli.1.20150119.M_S99,E3.15.Dip.heli.1.20150119_M,OSU_Miseq_v4_2107,AN5UL,Pollock475_043_M,Coral Mucus,no,yes,yes,Australia,Australia_Pacific,E3,2.3,Diploastreidae,15,FAV_Diploastrea_heliopora,n,robust,Stress-tolerant,gonochore,spawner,E3.15.Dip.heli.1.20150119_M,20150119,Martin - Site 1,-14.760317,145.336,mucus,GN_15_Dip_heli_M1_20150119_M,Coral Sea,n,E3.15.Dip.heli.1.20150119,yes,no,Diploastreidae,Diploastrea,heliopora,Diploastrea heliopora,Diploastrea,heliopora,Unknown,Unknown,Unknown,M,Diploastrea,heliopora,XV,30,stony corals,Cnidaria_Anthozoa_Scleractinia_XV_Diploastrea_heliopora,Cnidaria_Anthozoa_Scleractinia_XV,Cnidaria_Anthozoa_Scleractinia_Diploastreidae,99.6,mya,Coral Mucus,64.52281751,mya,zooxanthellate,Australia,Pacific,Southern,E3_Lizard_Island_2015,Joe Pollock
E3.15.Dip.heli.1.20150120.M_S103,E3.15.Dip.heli.1.20150120_M,OSU_Miseq_v4_2107,AN5UL,Pollock479_046_M,Coral Mucus,no,yes,yes,Australia,Australia_Pacific,E3,4.6,Diploastreidae,15,FAV_Diploastrea_heliopora,n,robust,Stress-tolerant,gonochore,spawner,E3.15.Dip.heli.1.20150120_M,20150120,Martin - Site 2,-14.761033,145.3366,mucus,GN_15_Dip_heli_M3_20150120_M,Coral Sea,n,E3.15.Dip.heli.1.20150120,yes,no,Diploastreidae,Diploastrea,heliopora,Diploastrea heliopora,Diploastrea,heliopora,Unknown,Unknown,Unknown,M,Diploastrea,heliopora,XV,29,stony corals,Cnidaria_Anthozoa_Scleractinia_XV_Diploastrea_heliopora,Cnidaria_Anthozoa_Scleractinia_XV,Cnidaria_Anthozoa_Scleractinia_Diploastreidae,99.6,mya,Coral Mucus,64.52281751,mya,zooxanthellate,Australia,Pacific,Southern,E3_Lizard_Island_2015,Joe Pollock
E3.15.Dip.heli.1.20150121.M_S119,E3.15.Dip.heli.1.20150121_M,OSU_Miseq_v4_2107,AN5UL,Pollock495_055_M,Coral Mucus,no,yes,yes,Australia,Australia_Pacific,E3,7,Diploastreidae,15,FAV_Diploastrea_heliopora,n,robust,Stress-tolerant,gonochore,spawner,E3.15.Dip.heli.1.20150121_M,20150121,Yonge - Site 1,-14.581317,145.61215,mucus,GN_15_Dip_heli_Y1_20150121_M,Coral Sea,n,E3.15.Dip.heli.1.20150121,yes,no,Diploastreidae,Diploastrea,heliopora,Diploastrea heliopora,Diploastrea,heliopora,Unknown,Unknown,Unknown,M,Diploastrea,heliopora,XV,28,stony corals,Cnidaria_Anthozoa_Scleractinia_XV_Diploastrea_heliopora,Cnidaria_Anthozoa_Scleractinia_XV,Cnidaria_Anthozoa_Scleractinia_Diploastreidae,99.6,mya,Coral Mucus,64.52281751,mya,zooxanthellate,Australia,Pacific,Southern,E3_Lizard_Island_2015,Joe Pollock
E3.15.Dip.heli.1.20150123.M_S126,E3.15.Dip.heli.1.20150123_M,OSU_Miseq_v4_2107,AN5UL,Pollock502_063_M,Coral Mucus,no,yes,yes,Australia,Australia_Pacific,E3,2.7,Diploastreidae,15,FAV_Diploastrea_heliopora,n,robust,Stress-tolerant,gonochore,spawner,E3.15.Dip.heli.1.20150123_M,20150123,Trawler,-14.686768,145.4665,mucus,GN_15_Dip_heli_L1_20150123_M,Coral Sea,n,E3.15.Dip.heli.1.20150123,yes,no,Diploastreidae,Diploastrea,heliopora,Diploastrea heliopora,Diploastrea,heliopora,Unknown,Unknown,Unknown,M,Diploastrea,heliopora,XV,28,stony corals,Cnidaria_Anthozoa_Scleractinia_XV_Diploastrea_heliopora,Cnidaria_Anthozoa_Scleractinia_XV,Cnidaria_Anthozoa_Scleractinia_Diploastreidae,99.6,mya,Coral Mucus,64.52281751,mya,zooxanthellate,Australia,Pacific,Southern,E3_Lizard_Island_2015,Joe Pollock
E3.15.Dip.heli.2.20150105.M_S252,E3.15.Dip.heli.2.20150105_M,OSU_Miseq_v4_2107,ALVCP,Pollock253,Coral Mucus,no,yes,yes,Australia,Australia_Pacific,E3,6.5,Diploastreidae,15,FAV_Diploastrea_heliopora,n,robust,Stress-tolerant,gonochore,spawner,E3.15.Dip.heli.2.20150105_M,20150105,Fork ,-18.611,147.57515,mucus,GC_15_Dip_heli_2F_20150105_m,Coral Sea,n,E3.15.Dip.heli.2.20150105,yes,no,Diploastreidae,Diploastrea,heliopora,Diploastrea heliopora,Diploastrea,heliopora,Unknown,Unknown,Unknown,M,Diploastrea,heliopora,XV,28,stony corals,Cnidaria_Anthozoa_Scleractinia_XV_Diploastrea_heliopora,Cnidaria_Anthozoa_Scleractinia_XV,Cnidaria_Anthozoa_Scleractinia_Diploastreidae,99.6,mya,Coral Mucus,64.52281751,mya,zooxanthellate,Australia,Pacific,Southern,E3_Lizard_Island_2015,Kathy Morrow
E3.15.Dip.heli.2.20150106.M_S85,E3.15.Dip.heli.2.20150106_M,OSU_Miseq_v4_2107,AN5UL,Pollock461_012_M,Coral Mucus,no,yes,yes,Australia,Australia_Pacific,E3,3.5,Diploastreidae,15,FAV_Diploastrea_heliopora,n,robust,Stress-tolerant,gonochore,spawner,E3.15.Dip.heli.2.20150106_M,20150106,Little Kelso ,-18.465767,146.991483,mucus,GC_15_Dip_heli_2LK_20150105_m,Coral Sea,n,E3.15.Dip.heli.2.20150106,yes,no,Diploastreidae,Diploastrea,heliopora,Diploastrea heliopora,Diploastrea,heliopora,Unknown,Unknown,Unknown,M,Diploastrea,heliopora,XV,28,stony corals,Cnidaria_Anthozoa_Scleractinia_XV_Diploastrea_heliopora,Cnidaria_Anthozoa_Scleractinia_XV,Cnidaria_Anthozoa_Scleractinia_Diploastreidae,99.6,mya,Coral Mucus,64.52281751,mya,zooxanthellate,Australia,Pacific,Southern,E3_Lizard_Island_2015,Kathy Morrow
E3.15.Dip.heli.2.20150119.M_S101,E3.15.Dip.heli.2.20150119_M,OSU_Miseq_v4_2107,AN5UL,Pollock477_044_M,Coral Mucus,no,yes,yes,Australia,Australia_Pacific,E3,2.9,Diploastreidae,15,FAV_Diploastrea_heliopora,n,robust,Stress-tolerant,gonochore,spawner,E3.15.Dip.heli.2.20150119_M,20150119,Martin - Site 1,-14.760317,145.336,mucus,GN_15_Dip_heli_M2_20150119_M,Coral Sea,n,E3.15.Dip.heli.2.20150119,yes,no,Diploastreidae,Diploastrea,heliopora,Diploastrea heliopora,Diploastrea,heliopora,Unknown,Unknown,Unknown,M,Diploastrea,heliopora,XV,30,stony corals,Cnidaria_Anthozoa_Scleractinia_XV_Diploastrea_heliopora,Cnidaria_Anthozoa_Scleractinia_XV,Cnidaria_Anthozoa_Scleractinia_Diploastreidae,99.6,mya,Coral Mucus,64.52281751,mya,zooxanthellate,Australia,Pacific,Southern,E3_Lizard_Island_2015,Joe Pollock
E3.15.Dip.heli.2.20150120.M_S105,E3.15.Dip.heli.2.20150120_M,OSU_Miseq_v4_2107,AN5UL,Pollock481_047_M,Coral Mucus,no,yes,yes,Australia,Australia_Pacific,E3,2.3,Diploastreidae,15,FAV_Diploastrea_heliopora,n,robust,Stress-tolerant,gonochore,spawner,E3.15.Dip.heli.2.20150120_M,20150120,Martin - Site 2,-14.761033,145.3366,mucus,GN_15_Dip_heli_M4_20150120_M,Coral Sea,n,E3.15.Dip.heli.2.20150120,yes,no,Diploastreidae,Diploastrea,heliopora,Diploastrea heliopora,Diploastrea,heliopora,Unknown,Unknown,Unknown,M,Diploastrea,heliopora,XV,30,stony corals,Cnidaria_Anthozoa_Scleractinia_XV_Diploastrea_heliopora,Cnidaria_Anthozoa_Scleractinia_XV,Cnidaria_Anthozoa_Scleractinia_Diploastreidae,99.6,mya,Coral Mucus,64.52281751,mya,zooxanthellate,Australia,Pacific,Southern,E3_Lizard_Island_2015,Joe Pollock
